Date,Price
2015-12-11,163.893455
2015-12-14,163.893455
2015-12-15,163.893455
2015-12-16,163.893455
2015-12-17,163.893455
2015-12-18,163.893455
2015-12-21,163.893455
2015-12-22,163.893455
2015-12-23,163.893455
2015-12-24,163.893455
2015-12-25,163.893455
2015-12-28,163.893455
2015-12-29,163.893455
2015-12-30,163.893455
2015-12-31,163.893455
2016-01-01,164.6116266666668
2016-01-04,164.6116266666668
2016-01-05,164.6116266666668
2016-01-06,164.6116266666668
2016-01-07,164.6116266666668
2016-01-08,164.6116266666668
2016-01-11,164.6116266666668
2016-01-12,164.6116266666668
2016-01-13,164.6116266666668
2016-01-14,164.6116266666668
2016-01-15,164.6116266666668
2016-01-18,164.6116266666668
2016-01-19,164.6116266666668
2016-01-20,164.6116266666668
2016-01-21,164.6116266666668
2016-01-22,164.6116266666668
2016-01-25,164.6116266666668
2016-01-26,164.6116266666668
2016-01-27,164.6116266666668
2016-01-28,164.6116266666668
2016-01-29,164.6116266666668
2016-02-01,159.283795
2016-02-02,159.283795
2016-02-03,159.283795
2016-02-04,159.283795
2016-02-05,159.283795
2016-02-08,159.283795
2016-02-09,159.283795
2016-02-10,159.283795
2016-02-11,159.283795
2016-02-12,159.283795
2016-02-15,159.283795
2016-02-16,159.283795
2016-02-17,159.283795
2016-02-18,159.283795
2016-02-19,159.283795
2016-02-22,159.283795
2016-02-23,159.283795
2016-02-24,159.283795
2016-02-25,159.283795
2016-02-26,159.283795
2016-02-29,159.283795
2016-03-01,164.0604716666667
2016-03-02,164.0604716666667
2016-03-03,164.0604716666667
2016-03-04,164.0604716666667
2016-03-07,164.0604716666667
2016-03-08,164.0604716666667
2016-03-09,164.0604716666667
2016-03-10,164.0604716666667
2016-03-11,164.0604716666667
2016-03-14,164.0604716666667
2016-03-15,164.0604716666667
2016-03-16,164.0604716666667
2016-03-17,164.0604716666667
2016-03-18,164.0604716666667
2016-03-21,164.0604716666667
2016-03-22,164.0604716666667
2016-03-23,164.0604716666667
2016-03-24,164.0604716666667
2016-03-25,164.0604716666667
2016-03-28,164.0604716666667
2016-03-29,164.0604716666667
2016-03-30,164.0604716666667
2016-03-31,164.0604716666667
2016-04-01,163.3868377777778
2016-04-04,163.3868377777778
2016-04-05,163.3868377777778
2016-04-06,163.3868377777778
2016-04-07,163.3868377777778
2016-04-08,163.3868377777778
2016-04-11,163.3868377777778
2016-04-12,163.3868377777778
2016-04-13,163.3868377777778
2016-04-14,163.3868377777778
2016-04-15,163.3868377777778
2016-04-18,163.3868377777778
2016-04-19,163.3868377777778
2016-04-20,163.3868377777778
2016-04-21,163.3868377777778
2016-04-22,163.3868377777778
2016-04-25,163.3868377777778
2016-04-26,163.3868377777778
2016-04-27,163.3868377777778
2016-04-28,163.3868377777778
2016-04-29,163.3868377777778
2016-05-02,157.560342063492
2016-05-03,157.560342063492
2016-05-04,157.560342063492
2016-05-05,157.560342063492
2016-05-06,157.560342063492
2016-05-09,157.560342063492
2016-05-10,157.560342063492
2016-05-11,157.560342063492
2016-05-12,157.560342063492
2016-05-13,157.560342063492
2016-05-16,157.560342063492
2016-05-17,157.560342063492
2016-05-18,157.560342063492
2016-05-19,157.560342063492
2016-05-20,157.560342063492
2016-05-23,157.560342063492
2016-05-24,157.560342063492
2016-05-25,157.560342063492
2016-05-26,157.560342063492
2016-05-27,157.560342063492
2016-05-30,157.560342063492
2016-05-31,157.560342063492
2016-06-01,156.6950366666667
2016-06-02,156.6950366666667
2016-06-03,156.6950366666667
2016-06-06,156.6950366666667
2016-06-07,156.6950366666667
2016-06-08,156.6950366666667
2016-06-09,156.6950366666667
2016-06-10,156.6950366666667
2016-06-13,156.6950366666667
2016-06-14,156.6950366666667
2016-06-15,156.6950366666667
2016-06-16,156.6950366666667
2016-06-17,156.6950366666667
2016-06-20,156.6950366666667
2016-06-21,156.6950366666667
2016-06-22,156.6950366666667
2016-06-23,156.6950366666667
2016-06-24,156.6950366666667
2016-06-27,156.6950366666667
2016-06-28,156.6950366666667
2016-06-29,156.6950366666667
2016-06-30,156.6950366666667
2016-07-01,133.7102030000001
2016-07-04,133.7102030000001
2016-07-05,133.7102030000001
2016-07-06,133.7102030000001
2016-07-07,133.7102030000001
2016-07-08,133.7102030000001
2016-07-11,133.7102030000001
2016-07-12,133.7102030000001
2016-07-13,133.7102030000001
2016-07-14,133.7102030000001
2016-07-15,133.7102030000001
2016-07-18,133.7102030000001
2016-07-19,133.7102030000001
2016-07-20,133.7102030000001
2016-07-21,133.7102030000001
2016-07-22,133.7102030000001
2016-07-25,133.7102030000001
2016-07-26,133.7102030000001
2016-07-27,133.7102030000001
2016-07-28,133.7102030000001
2016-07-29,133.7102030000001
2016-08-01,127.8999110144928
2016-08-02,127.8999110144928
2016-08-03,127.8999110144928
2016-08-04,127.8999110144928
2016-08-05,127.8999110144928
2016-08-08,127.8999110144928
2016-08-09,127.8999110144928
2016-08-10,127.8999110144928
2016-08-11,127.8999110144928
2016-08-12,127.8999110144928
2016-08-15,127.8999110144928
2016-08-16,127.8999110144928
2016-08-17,127.8999110144928
2016-08-18,127.8999110144928
2016-08-19,127.8999110144928
2016-08-22,127.8999110144928
2016-08-23,127.8999110144928
2016-08-24,127.8999110144928
2016-08-25,127.8999110144928
2016-08-26,127.8999110144928
2016-08-29,127.8999110144928
2016-08-30,127.8999110144928
2016-08-31,127.8999110144928
2016-09-01,123.2487561904762
2016-09-02,123.2487561904762
2016-09-05,123.2487561904762
2016-09-06,123.2487561904762
2016-09-07,123.2487561904762
2016-09-08,123.2487561904762
2016-09-09,123.2487561904762
2016-09-12,123.2487561904762
2016-09-13,123.2487561904762
2016-09-14,123.2487561904762
2016-09-15,123.2487561904762
2016-09-16,123.2487561904762
2016-09-19,123.2487561904762
